Sample	BioProject	BioSample	Submitter	Collection Date	Location	Population	ReleaseDate	LoadDate
SRR32063947	PRJNA1027353	SAMN46346785	verily_ww_nwss	2025-01-09	USA: Idaho, 	195813	2025-01-21 13:12:07	2025-01-21 13:10:54
SRR32063948	PRJNA1027353	SAMN46346781	verily_ww_nwss	2025-01-06	USA: California, 	8200	2025-01-21 13:12:10	2025-01-21 13:11:17
SRR32063949	PRJNA1027353	SAMN46346816	verily_ww_nwss	2025-01-14	USA: Puerto Rico, 	24254	2025-01-21 13:15:56	2025-01-21 13:11:54
SRR32063950	PRJNA1027353	SAMN46346894	verily_ww_nwss	2025-01-13	USA: Florida, 	100000	2025-01-21 13:12:10	2025-01-21 13:12:02
SRR32063951	PRJNA1027353	SAMN46346825	verily_ww_nwss	2025-01-14	USA: Puerto Rico, 	20436	2025-01-21 13:12:09	2025-01-21 13:11:43
SRR32063952	PRJNA1027353	SAMN46346817	verily_ww_nwss	2025-01-14	USA: Puerto Rico, 	514464	2025-01-21 13:12:09	2025-01-21 13:11:46
SRR32063953	PRJNA1027353	SAMN46346962	verily_ww_nwss	2025-01-14	USA: Florida, 	3000	2025-01-21 13:12:09	2025-01-21 13:11:41
SRR32063954	PRJNA1027353	SAMN46346823	verily_ww_nwss	2025-01-14	USA: Puerto Rico, 	328816	2025-01-21 13:15:57	2025-01-21 13:13:03
SRR32063955	PRJNA1027353	SAMN46346856	verily_ww_nwss	2025-01-13	USA: Virginia, 	63000	2025-01-21 13:15:56	2025-01-21 13:12:32
SRR32063956	PRJNA1027353	SAMN46346852	verily_ww_nwss	2025-01-09	USA: Maryland, 	89319	2025-01-21 13:15:59	2025-01-21 13:14:13
SRR32063957	PRJNA1027353	SAMN46346900	verily_ww_nwss	2025-01-14	USA: Connecticut, 	41000	2025-01-21 13:15:57	2025-01-21 13:13:11
SRR32063958	PRJNA1027353	SAMN46346891	verily_ww_nwss	2025-01-13	USA: Iowa, 	75000	2025-01-21 13:15:58	2025-01-21 13:13:32
SRR32063959	PRJNA1027353	SAMN46346794	verily_ww_nwss	2025-01-12	USA: Texas, 	2600000	2025-01-21 13:12:07	2025-01-21 13:11:23
SRR32063960	PRJNA1027353	SAMN46346775	verily_ww_nwss	2025-01-14	USA: California, 	30000	2025-01-21 13:15:58	2025-01-21 13:13:35
SRR32063961	PRJNA1027353	SAMN46346885	verily_ww_nwss	2025-01-13	USA: South Dakota, 	14000	2025-01-21 13:15:58	2025-01-21 13:13:25
SRR32063962	PRJNA1027353	SAMN46346808	verily_ww_nwss	2025-01-14	USA: Pennsylvania, 	55000	2025-01-21 13:12:07	2025-01-21 13:11:23
SRR32063963	PRJNA1027353	SAMN46346915	verily_ww_nwss	2025-01-14	USA: California, 	60000	2025-01-21 13:15:56	2025-01-21 13:12:36
SRR32063964	PRJNA1027353	SAMN46346953	verily_ww_nwss	2025-01-13	USA: Texas, 	539116	2025-01-21 13:15:58	2025-01-21 13:14:06
SRR32063965	PRJNA1027353	SAMN46346903	verily_ww_nwss	2025-01-14	USA: Kansas, 	1850	2025-01-21 13:15:57	2025-01-21 13:13:02
SRR32063966	PRJNA1027353	SAMN46346895	verily_ww_nwss	2025-01-06	USA: Oklahoma, 	50350	2025-01-21 13:12:10	2025-01-21 13:11:58
SRR32063967	PRJNA1027353	SAMN46346898	verily_ww_nwss	2025-01-14	USA: Alabama, 	70000	2025-01-21 13:12:08	2025-01-21 13:11:34
SRR32063968	PRJNA1027353	SAMN46346966	verily_ww_nwss	2025-01-14	USA: Maine, 	5000	2025-01-21 13:15:58	2025-01-21 13:13:51
SRR32063969	PRJNA1027353	SAMN46346942	verily_ww_nwss	2025-01-14	USA: South Carolina, 	48000	2025-01-21 13:12:09	2025-01-21 13:11:16
SRR32063970	PRJNA1027353	SAMN46346870	verily_ww_nwss	2025-01-12	USA: Florida, 	80000	2025-01-21 13:15:58	2025-01-21 13:13:42
SRR32063971	PRJNA1027353	SAMN46346821	verily_ww_nwss	2025-01-13	USA: Puerto Rico, 	193914	2025-01-21 13:12:08	2025-01-21 13:11:34
SRR32063972	PRJNA1027353	SAMN46346820	verily_ww_nwss	2025-01-13	USA: Puerto Rico, 	62374	2025-01-21 13:12:10	2025-01-21 13:11:46
SRR32063973	PRJNA1027353	SAMN46346873	verily_ww_nwss	2025-01-12	USA: Florida, 	463672	2025-01-21 13:15:55	2025-01-21 13:12:25
SRR32063974	PRJNA1027353	SAMN46346872	verily_ww_nwss	2025-01-12	USA: Florida, 	277823	2025-01-21 13:12:08	2025-01-21 13:11:37
SRR32063975	PRJNA1027353	SAMN46346834	verily_ww_nwss	2025-01-08	USA: Hawaii, 	19000	2025-01-21 13:15:58	2025-01-21 13:13:09
SRR32063976	PRJNA1027353	SAMN46346799	verily_ww_nwss	2025-01-09	USA: California, 	68000	2025-01-21 13:15:57	2025-01-21 13:13:08
SRR32063977	PRJNA1027353	SAMN46346925	verily_ww_nwss	2025-01-08	USA: Texas, 	780	2025-01-21 13:15:55	2025-01-21 13:12:30
SRR32063978	PRJNA1027353	SAMN46346933	verily_ww_nwss	2025-01-08	USA: Texas, 	30000	2025-01-21 13:15:58	2025-01-21 13:13:16
SRR32063979	PRJNA1027353	SAMN46346800	verily_ww_nwss	2025-01-09	USA: Vermont, 	9000	2025-01-21 13:15:57	2025-01-21 13:13:08
SRR32063980	PRJNA1027353	SAMN46346833	verily_ww_nwss	2025-01-09	USA: Missouri, 	48000	2025-01-21 13:12:07	2025-01-21 13:10:49
SRR32063981	PRJNA1027353	SAMN46346815	verily_ww_nwss	2025-01-09	USA: Louisiana, 	64000	2025-01-21 13:15:58	2025-01-21 13:13:36
SRR32063982	PRJNA1027353	SAMN46346927	verily_ww_nwss	2025-01-08	USA: Texas, 	1800	2025-01-21 13:15:56	2025-01-21 13:12:36
SRR32063983	PRJNA1027353	SAMN46346788	verily_ww_nwss	2025-01-10	USA: Rhode Island, 	11500	2025-01-21 13:12:10	2025-01-21 13:11:31
SRR32063984	PRJNA1027353	SAMN46346841	verily_ww_nwss	2025-01-09	USA: Texas, 	115000	2025-01-21 13:15:56	2025-01-21 13:12:13
SRR32063985	PRJNA1027353	SAMN46346851	verily_ww_nwss	2025-01-09	USA: Maryland, 	150078	2025-01-21 13:15:57	2025-01-21 13:12:59
SRR32063986	PRJNA1027353	SAMN46346839	verily_ww_nwss	2025-01-09	USA: Texas, 	115000	2025-01-21 13:15:56	2025-01-21 13:12:42
SRR32063987	PRJNA1027353	SAMN46346922	verily_ww_nwss	2025-01-08	USA: Maine, 	8500	2025-01-21 13:15:55	2025-01-21 13:12:32
SRR32063988	PRJNA1027353	SAMN46346947	verily_ww_nwss	2025-01-09	USA: Maine, 	20000	2025-01-21 13:15:55	2025-01-21 13:12:33
SRR32063989	PRJNA1027353	SAMN46346944	verily_ww_nwss	2025-01-09	USA: Maine, 	20000	2025-01-21 13:15:57	2025-01-21 13:13:02
SRR32063990	PRJNA1027353	SAMN46346918	verily_ww_nwss	2025-01-09	USA: Maine, 	8700	2025-01-21 13:15:56	2025-01-21 13:12:43
SRR32063991	PRJNA1027353	SAMN46346849	verily_ww_nwss	2025-01-10	USA: Maryland, 	91838	2025-01-21 13:15:57	2025-01-21 13:12:57
SRR32063992	PRJNA1027353	SAMN46346972	verily_ww_nwss	2025-01-09	USA: Virginia, 	33458	2025-01-21 13:15:56	2025-01-21 13:12:26
SRR32063993	PRJNA1027353	SAMN46346964	verily_ww_nwss	2025-01-08	USA: Kansas, 	95000	2025-01-21 13:12:07	2025-01-21 13:11:00
SRR32063994	PRJNA1027353	SAMN46346889	verily_ww_nwss	2025-01-09	USA: Louisiana, 	15000	2025-01-21 13:12:08	2025-01-21 13:11:07
SRR32063995	PRJNA1027353	SAMN46346881	verily_ww_nwss	2025-01-09	USA: Florida, 	207000	2025-01-21 13:12:09	2025-01-21 13:11:39
SRR32063996	PRJNA1027353	SAMN46346791	verily_ww_nwss	2025-01-13	USA: Alaska, 	92000	2025-01-21 13:15:55	2025-01-21 13:12:17
SRR32063998	PRJNA1027353	SAMN46346829	verily_ww_nwss	2025-01-12	USA: Hawaii, 	58900	2025-01-21 13:15:59	2025-01-21 13:15:19
SRR32063999	PRJNA1027353	SAMN46346978	verily_ww_nwss	2025-01-14	USA: Wyoming, 	13000	2025-01-21 13:12:10	2025-01-21 13:11:17
SRR32064000	PRJNA1027353	SAMN46346970	verily_ww_nwss	2025-01-14	USA: California, 	91980	2025-01-21 13:15:58	2025-01-21 13:13:51
SRR32064001	PRJNA1027353	SAMN46346896	verily_ww_nwss	2025-01-14	USA: California, 	6031	2025-01-21 13:15:58	2025-01-21 13:13:09
SRR32064002	PRJNA1027353	SAMN46346939	verily_ww_nwss	2025-01-13	USA: Arkansas, 	23812	2025-01-21 13:12:10	2025-01-21 13:11:54
SRR32064003	PRJNA1027353	SAMN46346940	verily_ww_nwss	2025-01-13	USA: Arkansas, 	30377	2025-01-21 13:15:58	2025-01-21 13:13:27
SRR32064004	PRJNA1027353	SAMN46346868	verily_ww_nwss	2025-01-14	USA: California, 	495000	2025-01-21 13:12:08	2025-01-21 13:11:29
SRR32064005	PRJNA1027353	SAMN46346917	verily_ww_nwss	2025-01-14	USA: Wyoming, 	18000	2025-01-21 13:15:59	2025-01-21 13:15:51
SRR32064006	PRJNA1027353	SAMN46346827	verily_ww_nwss	2025-01-12	USA: Hawaii, 	50700	2025-01-21 13:15:59	2025-01-21 13:14:57
SRR32064007	PRJNA1027353	SAMN46346813	verily_ww_nwss	2025-01-14	USA: California, 	13754	2025-01-21 13:15:59	2025-01-21 13:14:05
SRR32064008	PRJNA1027353	SAMN46346977	verily_ww_nwss	2025-01-14	USA: California, 	16000	2025-01-21 13:15:56	2025-01-21 13:12:06
SRR32064009	PRJNA1027353	SAMN46346938	verily_ww_nwss	2025-01-14	USA: Arkansas, 	18463	2025-01-21 13:15:55	2025-01-21 13:11:57
SRR32064010	PRJNA1027353	SAMN46346963	verily_ww_nwss	2025-01-12	USA: Connecticut, 	45878	2025-01-21 13:12:09	2025-01-21 13:11:43
SRR32064011	PRJNA1027353	SAMN46346880	verily_ww_nwss	2025-01-14	USA: Pennsylvania, 	13000	2025-01-21 13:15:58	2025-01-21 13:14:04
SRR32064012	PRJNA1027353	SAMN46346779	verily_ww_nwss	2025-01-14	USA: California, 	29000	2025-01-21 13:15:59	2025-01-21 13:14:12
SRR32064013	PRJNA1027353	SAMN46346919	verily_ww_nwss	2025-01-14	USA: California, 	250000	2025-01-21 13:15:58	2025-01-21 13:13:27
SRR32064014	PRJNA1027353	SAMN46346831	verily_ww_nwss	2025-01-13	USA: Arkansas, 	38000	2025-01-21 13:15:57	2025-01-21 13:13:00
SRR32064015	PRJNA1027353	SAMN46346950	verily_ww_nwss	2025-01-13	USA: Pennsylvania, 	45000	2025-01-21 13:15:57	2025-01-21 13:13:02
SRR32064016	PRJNA1027353	SAMN46346861	verily_ww_nwss	2025-01-12	USA: California, 	30000	2025-01-21 13:15:57	2025-01-21 13:12:27
SRR32064017	PRJNA1027353	SAMN46346864	verily_ww_nwss	2025-01-13	USA: Louisiana, 	5000	2025-01-21 13:15:56	2025-01-21 13:12:30
SRR32064018	PRJNA1027353	SAMN46346804	verily_ww_nwss	2025-01-13	USA: Idaho, 	25500	2025-01-21 13:15:58	2025-01-21 13:13:28
SRR32064019	PRJNA1027353	SAMN46346782	verily_ww_nwss	2025-01-13	USA: California, 	43000	2025-01-21 13:15:57	2025-01-21 13:12:46
SRR32064020	PRJNA1027353	SAMN46346846	verily_ww_nwss	2025-01-09	USA: Maryland, 	22660	2025-01-21 13:15:55	2025-01-21 13:12:18
SRR32064021	PRJNA1027353	SAMN46346910	verily_ww_nwss	2025-01-12	USA: California, 	94000	2025-01-21 13:15:57	2025-01-21 13:12:56
SRR32064022	PRJNA1027353	SAMN46346958	verily_ww_nwss	2025-01-13	USA: Alabama, 	18000	2025-01-21 13:19:54	2025-01-21 13:19:17
SRR32064023	PRJNA1027353	SAMN46346916	verily_ww_nwss	2025-01-13	USA: California, 	39000	2025-01-21 13:19:54	2025-01-21 13:19:28
SRR32064024	PRJNA1027353	SAMN46346913	verily_ww_nwss	2025-01-12	USA: Texas, 	15000	2025-01-21 13:19:52	2025-01-21 13:17:59
SRR32064025	PRJNA1027353	SAMN46346850	verily_ww_nwss	2025-01-08	USA: Maryland, 	11802	2025-01-21 13:19:51	2025-01-21 13:17:59
SRR32064026	PRJNA1027353	SAMN46346865	verily_ww_nwss	2025-01-13	USA: Louisiana, 	23000	2025-01-21 13:19:54	2025-01-21 13:19:31
SRR32064027	PRJNA1027353	SAMN46346960	verily_ww_nwss	2025-01-13	USA: New Hampshire, 	6500	2025-01-21 13:19:52	2025-01-21 13:18:17
SRR32064028	PRJNA1027353	SAMN46346883	verily_ww_nwss	2025-01-08	USA: Alaska, 	12000	2025-01-21 13:19:51	2025-01-21 13:17:53
SRR32064029	PRJNA1027353	SAMN46346803	verily_ww_nwss	2025-01-13	USA: California, 	150000	2025-01-21 13:19:52	2025-01-21 13:18:47
SRR32064030	PRJNA1027353	SAMN46346801	verily_ww_nwss	2025-01-13	USA: Rhode Island, 	43000	2025-01-21 13:19:51	2025-01-21 13:17:37
SRR32064031	PRJNA1027353	SAMN46346805	verily_ww_nwss	2025-01-13	USA: Rhode Island, 	5000	2025-01-21 13:19:51	2025-01-21 13:17:53
SRR32064032	PRJNA1027353	SAMN46346968	verily_ww_nwss	2025-01-09	USA: Maine, 	7000	2025-01-21 13:19:51	2025-01-21 13:17:43
SRR32064033	PRJNA1027353	SAMN46346790	verily_ww_nwss	2025-01-13	USA: California, 	102000	2025-01-21 13:19:51	2025-01-21 13:18:01
SRR32064034	PRJNA1027353	SAMN46346854	verily_ww_nwss	2025-01-13	USA: Alaska, 	23000	2025-01-21 13:19:52	2025-01-21 13:18:00
SRR32064035	PRJNA1027353	SAMN46346957	verily_ww_nwss	2025-01-09	USA: Iowa, 	110000	2025-01-21 13:19:52	2025-01-21 13:18:12
SRR32064036	PRJNA1027353	SAMN46346965	verily_ww_nwss	2025-01-08	USA: Kansas, 	40000	2025-01-21 13:19:52	2025-01-21 13:18:05
SRR32064037	PRJNA1027353	SAMN46346935	verily_ww_nwss	2025-01-08	USA: Texas, 	140000	2025-01-21 13:19:52	2025-01-21 13:18:15
SRR32064038	PRJNA1027353	SAMN46346826	verily_ww_nwss	2025-01-07	USA: Texas, 	242000	2025-01-21 13:21:26	2025-01-21 13:20:14
SRR32064039	PRJNA1027353	SAMN46346929	verily_ww_nwss	2025-01-08	USA: Texas, 	120000	2025-01-21 13:21:26	2025-01-21 13:19:57
SRR32064040	PRJNA1027353	SAMN46346946	verily_ww_nwss	2025-01-09	USA: Arkansas, 	14000	2025-01-21 13:19:53	2025-01-21 13:18:51
SRR32064041	PRJNA1027353	SAMN46346931	verily_ww_nwss	2025-01-08	USA: Texas, 	350	2025-01-21 13:19:52	2025-01-21 13:18:27
SRR32064042	PRJNA1027353	SAMN46346810	verily_ww_nwss	2025-01-08	USA: Connecticut, 	72914	2025-01-21 13:21:26	2025-01-21 13:20:26
SRR32064043	PRJNA1027353	SAMN46346819	verily_ww_nwss	2025-01-09	USA: Puerto Rico, 	64948	2025-01-21 13:19:54	2025-01-21 13:19:35
SRR32064044	PRJNA1027353	SAMN46346822	verily_ww_nwss	2025-01-09	USA: Puerto Rico, 	172989	2025-01-21 13:24:11	2025-01-21 13:21:45
SRR32064045	PRJNA1027353	SAMN46346904	verily_ww_nwss	2025-01-07	USA: Kansas, 	1850	2025-01-21 13:19:54	2025-01-21 13:19:26
SRR32064046	PRJNA1027353	SAMN46346875	verily_ww_nwss	2025-01-08	USA: South Carolina, 	12000	2025-01-21 13:19:54	2025-01-21 13:19:27
SRR32064047	PRJNA1027353	SAMN46346943	verily_ww_nwss	2025-01-07	USA: South Carolina, 	48000	2025-01-21 13:19:53	2025-01-21 13:19:10
SRR32064048	PRJNA1027353	SAMN46346956	verily_ww_nwss	2025-01-07	USA: Texas, 	529541	2025-01-21 13:19:54	2025-01-21 13:19:23
SRR32064049	PRJNA1027353	SAMN46346855	verily_ww_nwss	2025-01-07	USA: Alaska, 	23000	2025-01-21 13:21:27	2025-01-21 13:21:22
SRR32064050	PRJNA1027353	SAMN46346924	verily_ww_nwss	2025-01-09	USA: Maine, 	3000	2025-01-21 13:24:12	2025-01-21 13:22:16
SRR32064051	PRJNA1027353	SAMN46346853	verily_ww_nwss	2025-01-07	USA: Massachusetts, 	42000	2025-01-21 13:24:11	2025-01-21 13:21:29
SRR32064052	PRJNA1027353	SAMN46346954	verily_ww_nwss	2025-01-06	USA: Texas, 	539116	2025-01-21 13:21:27	2025-01-21 13:21:13
SRR32064053	PRJNA1027353	SAMN46346857	verily_ww_nwss	2025-01-08	USA: Virginia, 	63000	2025-01-21 13:21:26	2025-01-21 13:19:59
SRR32064054	PRJNA1027353	SAMN46346809	verily_ww_nwss	2025-01-07	USA: Pennsylvania, 	55000	2025-01-21 13:24:12	2025-01-21 13:22:45
SRR32064055	PRJNA1027353	SAMN46346811	verily_ww_nwss	2025-01-13	USA: Florida, 	900000	2025-01-21 13:19:52	2025-01-21 13:18:17
SRR32064056	PRJNA1027353	SAMN46346871	verily_ww_nwss	2025-01-12	USA: Florida, 	59587	2025-01-21 13:19:53	2025-01-21 13:18:40
SRR32064057	PRJNA1027353	SAMN46346812	verily_ww_nwss	2025-01-12	USA: Florida, 	750000	2025-01-21 13:19:52	2025-01-21 13:17:58
SRR32064059	PRJNA1027353	SAMN46346884	verily_ww_nwss	2025-01-13	USA: California, 	12000	2025-01-21 13:19:52	2025-01-21 13:18:33
SRR32064060	PRJNA1027353	SAMN46346866	verily_ww_nwss	2025-01-13	USA: Louisiana, 	20000	2025-01-21 13:19:54	2025-01-21 13:19:21
SRR32064061	PRJNA1027353	SAMN46346897	verily_ww_nwss	2025-01-12	USA: New Hampshire, 	6000	2025-01-21 13:19:53	2025-01-21 13:18:55
SRR32064062	PRJNA1027353	SAMN46346858	verily_ww_nwss	2025-01-12	USA: New Mexico, 	650000	2025-01-21 13:19:53	2025-01-21 13:19:15
SRR32064063	PRJNA1027353	SAMN46346784	verily_ww_nwss	2025-01-12	USA: California, 	155000	2025-01-21 13:19:52	2025-01-21 13:18:32
SRR32064064	PRJNA1027353	SAMN46346975	verily_ww_nwss	2025-01-13	USA: Maryland, 	3000	2025-01-21 13:19:53	2025-01-21 13:18:49
SRR32064065	PRJNA1027353	SAMN46346911	verily_ww_nwss	2025-01-12	USA: California, 	70000	2025-01-21 13:19:52	2025-01-21 13:17:58
SRR32064066	PRJNA1027353	SAMN46346969	verily_ww_nwss	2025-01-13	USA: Hawaii, 	32604	2025-01-21 13:19:53	2025-01-21 13:18:40
SRR32064067	PRJNA1027353	SAMN46346867	verily_ww_nwss	2025-01-08	USA: Arkansas, 	25000	2025-01-21 13:19:53	2025-01-21 13:18:40
SRR32064068	PRJNA1027353	SAMN46346830	verily_ww_nwss	2025-01-13	USA: Vermont, 	6000	2025-01-21 13:19:52	2025-01-21 13:18:10
SRR32064069	PRJNA1027353	SAMN46346912	verily_ww_nwss	2025-01-12	USA: California, 	164000	2025-01-21 13:19:52	2025-01-21 13:18:23
SRR32064070	PRJNA1027353	SAMN46346902	verily_ww_nwss	2025-01-13	USA: Nevada, 	2000000	2025-01-21 13:19:52	2025-01-21 13:18:34
SRR32064071	PRJNA1027353	SAMN46346945	verily_ww_nwss	2025-01-11	USA: California, 	237800	2025-01-21 13:19:51	2025-01-21 13:17:57
SRR32064072	PRJNA1027353	SAMN46346848	verily_ww_nwss	2025-01-09	USA: Maryland, 	13296	2025-01-21 13:19:51	2025-01-21 13:17:54
SRR32064073	PRJNA1027353	SAMN46346863	verily_ww_nwss	2025-01-13	USA: Louisiana, 	13000	2025-01-21 13:19:51	2025-01-21 13:17:56
SRR32064074	PRJNA1027353	SAMN46346888	verily_ww_nwss	2025-01-13	USA: Maryland, 	90000	2025-01-21 13:19:53	2025-01-21 13:19:03
SRR32064075	PRJNA1027353	SAMN46346780	verily_ww_nwss	2025-01-07	USA: California, 	29000	2025-01-21 13:24:11	2025-01-21 13:21:55
SRR32064076	PRJNA1027353	SAMN46346795	verily_ww_nwss	2025-01-07	USA: Texas, 	313164	2025-01-21 13:27:23	2025-01-21 13:24:57
SRR32064077	PRJNA1027353	SAMN46346824	verily_ww_nwss	2025-01-07	USA: Puerto Rico, 	328816	2025-01-21 13:24:12	2025-01-21 13:23:33
SRR32064078	PRJNA1027353	SAMN46346818	verily_ww_nwss	2025-01-07	USA: Puerto Rico, 	514464	2025-01-21 13:24:12	2025-01-21 13:22:21
SRR32064079	PRJNA1027353	SAMN46346882	verily_ww_nwss	2025-01-07	USA: Florida, 	207000	2025-01-21 13:21:26	2025-01-21 13:20:02
SRR32064080	PRJNA1027353	SAMN46346934	verily_ww_nwss	2025-01-06	USA: Texas, 	30000	2025-01-21 13:24:11	2025-01-21 13:21:38
SRR32064081	PRJNA1027353	SAMN46346840	verily_ww_nwss	2025-01-07	USA: Texas, 	115000	2025-01-21 13:21:26	2025-01-21 13:20:14
SRR32064082	PRJNA1027353	SAMN46346932	verily_ww_nwss	2025-01-06	USA: Texas, 	350	2025-01-21 13:19:53	2025-01-21 13:19:16
SRR32064083	PRJNA1027353	SAMN46346930	verily_ww_nwss	2025-01-06	USA: Texas, 	120000	2025-01-21 13:19:54	2025-01-21 13:19:16
SRR32064085	PRJNA1027353	SAMN46346971	verily_ww_nwss	2025-01-07	USA: California, 	91980	2025-01-21 13:21:27	2025-01-21 13:20:40
SRR32064086	PRJNA1027353	SAMN46346869	verily_ww_nwss	2025-01-07	USA: North Carolina, 	10000	2025-01-21 13:21:26	2025-01-21 13:20:05
SRR32064087	PRJNA1027353	SAMN46346923	verily_ww_nwss	2025-01-07	USA: Maine, 	8500	2025-01-21 13:21:26	2025-01-21 13:19:55
SRR32064088	PRJNA1027353	SAMN46346842	verily_ww_nwss	2025-01-07	USA: Texas, 	115000	2025-01-21 13:24:11	2025-01-21 13:21:33
SRR32064089	PRJNA1027353	SAMN46346976	verily_ww_nwss	2025-01-06	USA: Maryland, 	3000	2025-01-21 13:21:27	2025-01-21 13:21:09
SRR32064090	PRJNA1027353	SAMN46346928	verily_ww_nwss	2025-01-06	USA: Texas, 	1800	2025-01-21 13:19:54	2025-01-21 13:19:27
SRR32064091	PRJNA1027353	SAMN46346876	verily_ww_nwss	2025-01-08	USA: South Carolina, 	12000	2025-01-21 13:21:27	2025-01-21 13:21:06
SRR32064092	PRJNA1027353	SAMN46346926	verily_ww_nwss	2025-01-06	USA: Texas, 	780	2025-01-21 13:21:26	2025-01-21 13:20:49
SRR32064093	PRJNA1027353	SAMN46346936	verily_ww_nwss	2025-01-06	USA: Texas, 	140000	2025-01-21 13:21:27	2025-01-21 13:21:17
SRR32064094	PRJNA1027353	SAMN46346961	verily_ww_nwss	2025-01-06	USA: New Hampshire, 	6500	2025-01-21 13:24:11	2025-01-21 13:21:27
SRR32064095	PRJNA1027353	SAMN46346874	verily_ww_nwss	2025-01-07	USA: Massachusetts, 	228285	2025-01-21 13:24:11	2025-01-21 13:21:31
SRR32064097	PRJNA1027353	SAMN46346892	verily_ww_nwss	2025-01-06	USA: Iowa, 	75000	2025-01-21 13:24:11	2025-01-21 13:21:30
SRR32064098	PRJNA1027353	SAMN46346907	verily_ww_nwss	2025-01-07	USA: California, 	200000	2025-01-21 13:19:54	2025-01-21 13:19:33
SRR32064099	PRJNA1027353	SAMN46346952	verily_ww_nwss	2025-01-06	USA: Maine, 	16000	2025-01-21 13:19:54	2025-01-21 13:19:43
SRR32064100	PRJNA1027353	SAMN46346899	verily_ww_nwss	2025-01-07	USA: Alabama, 	70000	2025-01-21 13:24:12	2025-01-21 13:23:27
SRR32064101	PRJNA1027353	SAMN46346921	verily_ww_nwss	2025-01-07	USA: California, 	75000	2025-01-21 13:21:27	2025-01-21 13:20:51
SRR32064102	PRJNA1027353	SAMN46346967	verily_ww_nwss	2025-01-07	USA: Maine, 	5000	2025-01-21 13:21:26	2025-01-21 13:20:23
SRR32064103	PRJNA1027353	SAMN46346949	verily_ww_nwss	2025-01-07	USA: North Carolina, 	26000	2025-01-21 13:24:11	2025-01-21 13:21:42
SRR32064104	PRJNA1027353	SAMN46346845	verily_ww_nwss	2025-01-07	USA: Connecticut, 	52268	2025-01-21 13:21:26	2025-01-21 13:20:33
SRR32064105	PRJNA1027353	SAMN46346777	verily_ww_nwss	2025-01-07	USA: Rhode Island, 	30000	2025-01-21 13:21:27	2025-01-21 13:20:50
SRR32064106	PRJNA1027353	SAMN46346796	verily_ww_nwss	2025-01-07	USA: Texas, 	22191	2025-01-21 13:19:53	2025-01-21 13:19:28
SRR32064107	PRJNA1027353	SAMN46346787	verily_ww_nwss	2025-01-07	USA: Rhode Island, 	21100	2025-01-21 13:19:53	2025-01-21 13:18:50
SRR32064108	PRJNA1027353	SAMN46346797	verily_ww_nwss	2025-01-07	USA: Texas, 	131391	2025-01-21 13:19:53	2025-01-21 13:19:12
SRR32064109	PRJNA1027353	SAMN46346974	verily_ww_nwss	2025-01-06	USA: North Carolina, 	10000	2025-01-21 13:21:26	2025-01-21 13:20:41
SRR32064110	PRJNA1027353	SAMN46346860	verily_ww_nwss	2025-01-06	USA: Wisconsin, 	424000	2025-01-21 13:21:26	2025-01-21 13:20:33
SRR32064111	PRJNA1027353	SAMN46346901	verily_ww_nwss	2025-01-07	USA: Connecticut, 	41000	2025-01-21 13:21:26	2025-01-21 13:19:55
SRR32064112	PRJNA1027353	SAMN46346887	verily_ww_nwss	2025-01-07	USA: Virginia, 	15000	2025-01-21 13:19:53	2025-01-21 13:19:17
SRR32064113	PRJNA1027353	SAMN46346909	verily_ww_nwss	2025-01-06	USA: North Carolina, 	20484	2025-01-21 13:24:12	2025-01-21 13:22:39
SRR32064114	PRJNA1027353	SAMN46346792	verily_ww_nwss	2025-01-07	USA: Texas, 	9079	2025-01-21 13:24:11	2025-01-21 13:22:16
SRR32073156	PRJNA1027353	SAMN46352010	verily_ww_nwss	2025-01-14	USA: Massachusetts, 	228285	2025-01-21 23:43:05	2025-01-21 23:32:47
SRR32078816	PRJNA889839	SAMN46365110	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	>	2025-01-22 11:33:19	2025-01-22 11:25:39
SRR32078818	PRJNA889839	SAMN46365107	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	<	2025-01-22 11:33:19	2025-01-22 11:25:04
SRR32078820	PRJNA889839	SAMN46365104	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	<	2025-01-22 11:33:19	2025-01-22 11:25:27
SRR32078821	PRJNA889839	SAMN46365106	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	<	2025-01-22 11:33:18	2025-01-22 11:25:24
SRR32078822	PRJNA889839	SAMN46365108	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	<	2025-01-22 11:33:19	2025-01-22 11:25:36
SRR32078823	PRJNA889839	SAMN46365130	Wisconsin State Laboratory of Hygiene	2025-01-07	USA: Wisconsin, 	<	2025-01-22 11:33:18	2025-01-22 11:25:27
SRR32078824	PRJNA889839	SAMN46365129	Wisconsin State Laboratory of Hygiene	2025-01-07	USA: Wisconsin, 	>	2025-01-22 11:33:18	2025-01-22 11:25:24
SRR32078825	PRJNA889839	SAMN46365127	Wisconsin State Laboratory of Hygiene	2025-01-06	USA: Wisconsin, 	<	2025-01-22 11:33:18	2025-01-22 11:25:22
